<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.10.14	10:00:00	1669.60	1670.41	1663.58	1667.07	6423	0	0
2022.10.14	11:00:00	1667.06	1667.18	1660.47	1660.69	5593	0	0
2022.10.14	12:00:00	1660.70	1660.70	1650.23	1654.06	6154	0	0
2022.10.14	13:00:00	1653.99	1657.72	1652.69	1655.93	6405	0	0
2022.10.14	14:00:00	1655.94	1660.38	1654.55	1654.96	5375	0	0
2022.10.14	15:00:00	1654.97	1663.30	1651.93	1663.30	6939	0	0
2022.10.14	16:00:00	1663.31	1663.94	1649.52	1650.65	8561	0	0
2022.10.14	17:00:00	1650.66	1652.70	1645.35	1649.18	8883	0	0
2022.10.14	18:00:00	1649.24	1651.53	1644.77	1644.77	6866	0	0
2022.10.14	19:00:00	1644.80	1648.89	1641.37	1643.80	6402	0	0
2022.10.14	20:00:00	1643.85	1645.34	1640.67	1645.22	4678	0	0
2022.10.14	21:00:00	1645.28	1645.32	1641.32	1642.32	3982	0	0
2022.10.14	22:00:00	1642.37	1643.45	1640.22	1642.88	3915	0	0
2022.10.14	23:00:00	1642.92	1644.69	1642.69	1644.26	1501	0	0
2022.10.17	01:00:00	1644.19	1647.22	1643.17	1645.46	1685	0	0
2022.10.17	02:00:00	1645.45	1647.74	1645.22	1647.56	2176	0	0
2022.10.17	03:00:00	1647.54	1649.07	1646.37	1648.31	3144	0	0
2022.10.17	04:00:00	1648.38	1652.66	1646.74	1651.95	3889	0	0
2022.10.17	05:00:00	1651.94	1652.58	1649.65	1650.40	2885	0	0
2022.10.17	06:00:00	1650.44	1650.97	1649.34	1650.18	1940	0	0
2022.10.17	07:00:00	1650.22	1650.38	1648.36	1649.51	2128	0	0
2022.10.17	08:00:00	1649.46	1654.16	1649.20	1653.82	3377	0	0
2022.10.17	09:00:00	1653.83	1653.83	1648.63	1649.81	4644	0	0
2022.10.17	10:00:00	1649.77	1657.45	1649.77	1655.96	6595	0	0
2022.10.17	11:00:00	1655.95	1657.17	1652.95	1655.36	5243	0	0
2022.10.17	12:00:00	1655.37	1658.00	1654.63	1656.98	4206	0	0
2022.10.17	13:00:00	1656.99	1660.62	1654.90	1657.11	5089	0	0
2022.10.17	14:00:00	1657.12	1658.56	1656.19	1657.98	4388	0	0
2022.10.17	15:00:00	1658.00	1668.19	1657.07	1666.46	6720	0	0
2022.10.17	16:00:00	1666.64	1668.40	1663.96	1665.01	7070	0	0
2022.10.17	17:00:00	1665.03	1665.23	1660.97	1661.86	6826	0	0
2022.10.17	18:00:00	1661.85	1663.83	1659.77	1663.35	5165	0	0
2022.10.17	19:00:00	1663.29	1663.44	1657.27	1657.39	4555	0	0
2022.10.17	20:00:00	1657.38	1660.01	1651.86	1652.84	4392	0	0
2022.10.17	21:00:00	1652.83	1653.46	1649.56	1649.67	3589	0	0
2022.10.17	22:00:00	1649.69	1650.41	1646.78	1647.98	3426	0	0
2022.10.17	23:00:00	1647.97	1650.92	1647.77	1650.58	1332	0	0
2022.10.18	01:00:00	1650.17	1651.44	1649.74	1650.57	1313	0	0
2022.10.18	02:00:00	1650.60	1651.41	1649.90	1650.70	1286	0	0
2022.10.18	03:00:00	1650.80	1652.40	1650.03	1652.21	2764	0	0
2022.10.18	04:00:00	1652.25	1653.59	1650.51	1651.20	3520	0	0
2022.10.18	05:00:00	1651.21	1651.26	1648.97	1649.50	2759	0	0
2022.10.18	06:00:00	1649.50	1653.05	1649.05	1652.51	2710	0	0
2022.10.18	07:00:00	1652.54	1660.81	1652.40	1659.44	4070	0	0
2022.10.18	08:00:00	1659.51	1660.90	1656.32	1656.54	3898	0	0
2022.10.18	09:00:00	1656.56	1656.83	1653.34	1655.10	4537	0	0
2022.10.18	10:00:00	1655.17	1657.04	1651.32	1656.40	5711	0	0
2022.10.18	11:00:00	1656.39	1657.57	1649.88	1650.00	5144	0	0
2022.10.18	12:00:00	1649.98	1653.54	1648.67	1651.99	5732	0	0
2022.10.18	13:00:00	1651.94	1653.52	1650.32	1651.21	4400	0	0
2022.10.18	14:00:00	1651.28	1654.12	1651.06	1652.89	4749	0	0
2022.10.18	15:00:00	1652.91	1657.39	1652.11	1656.47	5916	0	0
2022.10.18	16:00:00	1656.48	1656.72	1651.64	1652.00	7065	0	0
2022.10.18	17:00:00	1652.06	1654.47	1648.71	1652.60	7268	0	0
2022.10.18	18:00:00	1652.59	1652.84	1645.88	1649.78	6496	0	0
2022.10.18	19:00:00	1649.68	1652.28	1648.99	1650.30	4937	0	0
2022.10.18	20:00:00	1650.47	1652.77	1648.35	1651.89	5134	0	0
2022.10.18	21:00:00	1651.89	1652.51	1648.22	1650.29	4373	0	0
2022.10.18	22:00:00	1650.31	1651.71	1649.23	1651.42	4121	0	0
2022.10.18	23:00:00	1651.46	1652.14	1650.75	1651.95	1515	0	0
2022.10.19	01:00:00	1651.76	1652.72	1651.72	1652.62	859	0	0
2022.10.19	02:00:00	1652.62	1654.49	1651.67	1652.35	1351	0	0
2022.10.19	03:00:00	1652.26	1653.39	1651.00	1653.14	2897	0	0
2022.10.19	04:00:00	1653.11	1653.42	1650.67	1652.07	3374	0	0
2022.10.19	05:00:00	1652.06	1652.70	1649.58	1649.77	2734	0	0
2022.10.19	06:00:00	1649.79	1650.82	1649.09	1649.28	2239	0	0
2022.10.19	07:00:00	1649.39	1649.57	1645.67	1646.35	2285	0	0
2022.10.19	08:00:00	1646.29	1647.85	1645.01	1646.93	2669	0	0
2022.10.19	09:00:00	1646.98	1646.98	1639.88	1640.96	4871	0	0
2022.10.19	10:00:00	1640.97	1647.06	1637.77	1644.75	6258	0	0
2022.10.19	11:00:00	1644.81	1644.84	1639.21	1640.84	5485	0	0
2022.10.19	12:00:00	1640.82	1642.21	1639.15	1642.04	4155	0	0
2022.10.19	13:00:00	1642.01	1642.09	1632.69	1633.14	4791	0	0
2022.10.19	14:00:00	1633.22	1635.64	1631.87	1635.28	5078	0	0
2022.10.19	15:00:00	1635.20	1636.70	1630.45	1634.94	6615	0	0
2022.10.19	16:00:00	1634.96	1637.45	1631.37	1633.59	7162	0	0
2022.10.19	17:00:00	1633.46	1637.75	1631.50	1633.95	6853	0	0
2022.10.19	18:00:00	1633.89	1635.76	1630.45	1630.63	5215	0	0
2022.10.19	19:00:00	1630.60	1631.25	1628.35	1629.67	4705	0	0
2022.10.19	20:00:00	1629.62	1630.35	1627.90	1628.48	4420	0	0
2022.10.19	21:00:00	1628.50	1629.50	1627.86	1628.26	3246	0	0
2022.10.19	22:00:00	1628.24	1629.93	1627.75	1629.54	3187	0	0
2022.10.19	23:00:00	1629.51	1629.51	1628.57	1629.05	1611	0	0
2022.10.20	01:00:00	1629.30	1630.30	1627.91	1628.06	1066	0	0
2022.10.20	02:00:00	1628.02	1628.24	1626.52	1627.11	1336	0	0
2022.10.20	03:00:00	1627.09	1629.37	1626.02	1628.47	2648	0	0
2022.10.20	04:00:00	1628.41	1628.68	1624.16	1624.70	3671	0	0
2022.10.20	05:00:00	1624.72	1626.73	1622.46	1626.56	2990	0	0
2022.10.20	06:00:00	1626.55	1627.03	1625.22	1626.23	2058	0	0
2022.10.20	07:00:00	1626.20	1633.00	1625.21	1633.00	3798	0	0
2022.10.20	08:00:00	1632.96	1635.03	1631.48	1632.30	3667	0	0
2022.10.20	09:00:00	1632.32	1632.32	1628.72	1629.91	3747	0	0
2022.10.20	10:00:00	1629.90	1634.14	1627.08	1632.79	5418	0	0
2022.10.20	11:00:00	1633.00	1633.41	1628.79	1629.25	4427	0	0
2022.10.20	12:00:00	1629.27	1635.99	1629.27	1634.90	4324	0	0
2022.10.20	13:00:00	1634.86	1638.91	1632.90	1638.06	4471	0	0
2022.10.20	14:00:00	1638.04	1639.28	1635.48	1637.37	4938	0	0
2022.10.20	15:00:00	1637.17	1640.06	1632.00	1632.65	7006	0	0
2022.10.20	16:00:00	1632.66	1634.62	1630.43	1632.67	7338	0	0
2022.10.20	17:00:00	1632.61	1645.17	1632.59	1644.75	7396	0	0
2022.10.20	18:00:00	1644.84	1645.63	1640.56	1641.30	5369	0	0
2022.10.20	19:00:00	1641.32	1641.52	1635.13	1636.22	4612	0	0
2022.10.20	20:00:00	1636.19	1636.27	1629.61	1630.89	4783	0	0
2022.10.20	21:00:00	1630.85	1631.24	1628.22	1628.64	4293	0	0
2022.10.20	22:00:00	1628.69	1629.30	1624.79	1626.93	3884	0	0
2022.10.20	23:00:00	1626.84	1628.33	1626.48	1628.20	1557	0	0
2022.10.21	01:00:00	1627.39	1628.40	1626.47	1626.70	1095	0	0
2022.10.21	02:00:00	1626.85	1627.14	1625.39	1627.02	1256	0	0
2022.10.21	03:00:00	1627.07	1627.71	1625.23	1626.85	2340	0	0
2022.10.21	04:00:00	1626.96	1628.27	1625.82	1627.12	3101	0	0
2022.10.21	05:00:00	1627.05	1627.32	1625.35	1625.62	1916	0	0
2022.10.21	06:00:00	1625.60	1626.85	1620.70	1621.64	2545	0	0
2022.10.21	07:00:00	1621.63	1622.61	1620.29	1621.85	2493	0	0
2022.10.21	08:00:00	1621.84	1622.93	1619.88	1621.36	2649	0	0
2022.10.21	09:00:00	1621.25	1622.84	1619.84	1621.14	4085	0	0
2022.10.21	10:00:00	1621.15	1627.22	1617.23	1623.78	5494	0	0
2022.10.21	11:00:00	1623.68	1623.69	1619.26	1620.58	4727	0	0
2022.10.21	12:00:00	1620.64	1625.94	1620.52	1625.41	4801	0	0
2022.10.21	13:00:00	1625.36	1627.00	1624.12	1625.19	4236	0	0
2022.10.21	14:00:00	1625.17	1628.07	1622.94	1623.16	4726	0	0
2022.10.21	15:00:00	1623.16	1633.51	1619.14	1631.27	7230	0	0
2022.10.21	16:00:00	1631.30	1643.00	1629.35	1642.63	9778	0	0
2022.10.21	17:00:00	1642.83	1644.70	1634.42	1639.34	9371	0	0
2022.10.21	18:00:00	1639.41	1650.99	1636.63	1650.85	9365	0	0
2022.10.21	19:00:00	1650.92	1654.03	1647.41	1651.48	7961	0	0
2022.10.21	20:00:00	1651.52	1654.46	1650.80	1651.94	5691	0	0
2022.10.21	21:00:00	1651.96	1654.77	1651.15	1653.81	5083	0	0
2022.10.21	22:00:00	1653.99	1657.14	1653.12	1655.27	3809	0	0
2022.10.21	23:00:00	1655.20	1657.81	1654.04	1657.81	1679	0	0
2022.10.24	01:00:00	1657.82	1663.37	1657.27	1659.23	3912	0	0
2022.10.24	02:00:00	1659.27	1670.65	1656.63	1661.25	4811	0	0
2022.10.24	03:00:00	1660.96	1663.33	1656.47	1657.00	4375	0	0
2022.10.24	04:00:00	1657.05	1657.18	1653.70	1653.74	5220	0	0
2022.10.24	05:00:00	1653.75	1656.29	1651.98	1655.69	4078	0	0
2022.10.24	06:00:00	1655.73	1655.86	1653.51	1654.06	2414	0	0
2022.10.24	07:00:00	1654.08	1658.62	1653.92	1658.22	2714	0	0
2022.10.24	08:00:00	1658.13	1658.68	1654.00	1654.59	3336	0	0
2022.10.24	09:00:00	1654.52	1657.34	1653.76	1655.27	5581	0	0
2022.10.24	10:00:00	1655.28	1658.39	1648.91	1649.31	6561	0	0
2022.10.24	11:00:00	1649.37	1650.07	1644.42	1647.77	6670	0	0
2022.10.24	12:00:00	1647.76	1650.00	1645.47	1649.35	5221	0	0
2022.10.24	13:00:00	1649.37	1650.30	1646.72	1648.97	4838	0	0
2022.10.24	14:00:00	1648.91	1652.32	1647.28	1650.11	5828	0	0
2022.10.24	15:00:00	1650.08	1651.51	1646.98	1649.19	7108	0	0
2022.10.24	16:00:00	1649.21	1654.45	1644.74	1651.40	8342	0	0
2022.10.24	17:00:00	1651.40	1651.88	1643.94	1648.10	8979	0	0
2022.10.24	18:00:00	1648.09	1651.97	1645.77	1651.86	7011	0	0
2022.10.24	19:00:00	1651.79	1652.71	1649.68	1650.57	5345	0	0
2022.10.24	20:00:00	1650.62	1650.89	1649.10	1649.27	3274	0	0
2022.10.24	21:00:00	1649.33	1650.85	1647.79	1650.84	2682	0	0
2022.10.24	22:00:00	1650.85	1652.07	1649.22	1650.32	3167	0	0
2022.10.24	23:00:00	1650.33	1650.36	1648.95	1649.44	1443	0	0
2022.10.25	01:00:00	1649.99	1652.04	1649.72	1651.86	1318	0	0
2022.10.25	02:00:00	1651.85	1652.58	1651.37	1651.80	1512	0	0
2022.10.25	03:00:00	1651.83	1654.09	1650.86	1653.69	3503	0	0
2022.10.25	04:00:00	1653.66	1654.90	1648.91	1650.12	5449	0	0
2022.10.25	05:00:00	1650.11	1650.51	1647.22	1649.29	3480	0	0
2022.10.25	06:00:00	1649.32	1652.35	1648.72	1651.63	3018	0	0
2022.10.25	07:00:00	1651.61	1652.28	1649.95	1650.25	1589	0	0
2022.10.25	08:00:00	1650.26	1650.56	1647.31	1648.13	2823	0	0
2022.10.25	09:00:00	1648.06	1651.75	1647.80	1650.18	4174	0	0
2022.10.25	10:00:00	1650.27	1650.84	1644.51	1645.23	5234	0	0
2022.10.25	11:00:00	1645.25	1648.33	1642.90	1643.93	4875	0	0
2022.10.25	12:00:00	1643.91	1644.06	1639.14	1639.95	4606	0	0
2022.10.25	13:00:00	1639.94	1641.63	1638.27	1641.63	4355	0	0
2022.10.25	14:00:00	1641.70	1645.93	1639.34	1643.83	4378	0	0
2022.10.25	15:00:00	1643.79	1645.07	1639.05	1642.30	5778	0	0
2022.10.25	16:00:00	1642.26	1660.37	1642.17	1659.32	8458	0	0
2022.10.25	17:00:00	1659.04	1662.34	1653.83	1655.42	8561	0	0
2022.10.25	18:00:00	1655.43	1658.34	1654.60	1656.05	6161	0	0
2022.10.25	19:00:00	1656.04	1657.11	1652.12	1653.15	4900	0	0
2022.10.25	20:00:00	1653.14	1655.90	1652.41	1655.54	5014	0	0
2022.10.25	21:00:00	1655.35	1657.01	1653.59	1653.86	3452	0	0
2022.10.25	22:00:00	1653.80	1654.45	1652.69	1653.99	3061	0	0
2022.10.25	23:00:00	1653.93	1653.93	1652.54	1653.13	1944	0	0
2022.10.26	01:00:00	1653.00	1653.17	1651.51	1652.41	1980	0	0
2022.10.26	02:00:00	1652.40	1652.89	1651.11	1652.78	1343	0	0
2022.10.26	03:00:00	1652.88	1653.98	1649.81	1650.38	3146	0	0
2022.10.26	04:00:00	1650.43	1654.39	1649.72	1652.74	4396	0	0
2022.10.26	05:00:00	1652.70	1656.49	1652.39	1656.30	2677	0	0
2022.10.26	06:00:00	1656.31	1657.62	1655.38	1657.04	2481	0	0
2022.10.26	07:00:00	1657.10	1657.39	1655.45	1655.80	1824	0	0
2022.10.26	08:00:00	1655.78	1660.34	1655.15	1658.70	3285	0	0
2022.10.26	09:00:00	1658.69	1665.29	1657.70	1665.02	4713	0	0
2022.10.26	10:00:00	1665.11	1671.55	1664.61	1670.93	6694	0	0
2022.10.26	11:00:00	1670.97	1673.54	1669.30	1673.01	6110	0	0
2022.10.26	12:00:00	1672.99	1674.90	1669.18	1669.74	4907	0	0
2022.10.26	13:00:00	1669.73	1670.66	1666.74	1668.87	4906	0	0
2022.10.26	14:00:00	1668.68	1671.97	1667.82	1668.50	4934	0	0
2022.10.26	15:00:00	1668.51	1669.73	1660.66	1662.08	6761	0	0
2022.10.26	16:00:00	1662.05	1667.25	1661.55	1664.35	7742	0	0
2022.10.26	17:00:00	1664.79	1670.89	1664.57	1666.69	8570	0	0
2022.10.26	18:00:00	1666.73	1672.61	1666.14	1667.22	6299	0	0
2022.10.26	19:00:00	1667.23	1669.00	1665.16	1666.63	5478	0	0
2022.10.26	20:00:00	1666.61	1667.17	1664.08	1665.88	5337	0	0
2022.10.26	21:00:00	1665.89	1667.17	1665.09	1665.83	4150	0	0
2022.10.26	22:00:00	1665.80	1665.80	1663.62	1664.72	3126	0	0
2022.10.26	23:00:00	1664.73	1665.27	1663.31	1664.66	1784	0	0
2022.10.27	01:00:00	1664.17	1666.20	1663.91	1665.21	1091	0	0
2022.10.27	02:00:00	1665.20	1667.51	1664.69	1667.51	1477	0	0
2022.10.27	03:00:00	1667.49	1669.43	1665.90	1667.18	3537	0	0
2022.10.27	04:00:00	1667.17	1670.79	1666.95	1667.20	4218	0	0
2022.10.27	05:00:00	1667.21	1667.21	1662.30	1664.89	3852	0	0
2022.10.27	06:00:00	1664.90	1666.07	1664.01	1664.62	2549	0	0
2022.10.27	07:00:00	1664.65	1666.16	1663.00	1665.41	2317	0	0
2022.10.27	08:00:00	1665.42	1669.69	1665.21	1668.93	4026	0	0
2022.10.27	09:00:00	1668.92	1669.07	1660.44	1660.66	4650	0	0
2022.10.27	10:00:00	1660.71	1663.13	1659.11	1662.78	4382	0	0
2022.10.27	11:00:00	1662.79	1666.72	1662.37	1663.49	5167	0	0
2022.10.27	12:00:00	1663.47	1663.78	1661.17	1662.44	4659	0	0
2022.10.27	13:00:00	1662.49	1663.05	1659.87	1660.92	4176	0	0
2022.10.27	14:00:00	1660.87	1663.52	1660.36	1662.04	4616	0	0
2022.10.27	15:00:00	1661.94	1664.30	1654.88	1660.12	8588	0	0
2022.10.27	16:00:00	1660.21	1663.93	1656.34	1658.34	9204	0	0
2022.10.27	17:00:00	1658.26	1665.69	1658.21	1662.27	8542	0	0
2022.10.27	18:00:00	1662.28	1665.51	1660.74	1661.28	7301	0	0
2022.10.27	19:00:00	1661.21	1662.42	1656.80	1657.97	5417	0	0
2022.10.27	20:00:00	1658.08	1662.15	1657.12	1659.98	4548	0	0
2022.10.27	21:00:00	1659.95	1660.49	1658.25	1658.69	3561	0	0
2022.10.27	22:00:00	1658.59	1662.54	1657.91	1662.31	3426	0	0
2022.10.27	23:00:00	1662.34	1663.55	1661.01	1663.33	3473	0	0
2022.10.28	01:00:00	1662.60	1663.21	1661.37	1662.23	1321	0	0
2022.10.28	02:00:00	1662.25	1663.12	1661.53	1661.90	1398	0	0
2022.10.28	03:00:00	1661.91	1662.67	1660.55	1661.93	2813	0	0
2022.10.28	04:00:00	1661.94	1666.59	1661.11	1666.28	3758	0	0
2022.10.28	05:00:00	1666.26	1667.01	1662.77	1665.36	4468	0	0
2022.10.28	06:00:00	1665.30	1666.17	1663.25	1664.75	3039	0	0
2022.10.28	07:00:00	1664.78	1665.44	1663.60	1664.55	2149	0	0
2022.10.28	08:00:00	1664.55	1665.18	1659.43	1659.86	3486	0	0
2022.10.28	09:00:00	1659.87	1661.48	1656.32	1656.95	4777	0	0
2022.10.28	10:00:00	1657.24	1657.65	1651.45	1652.69	5914	0	0
2022.10.28	11:00:00	1652.70	1653.84	1647.84	1650.62	5494	0	0
2022.10.28	12:00:00	1650.87	1651.29	1646.54	1649.67	5624	0	0
2022.10.28	13:00:00	1649.66	1650.00	1647.20	1648.60	4118	0	0
2022.10.28	14:00:00	1648.55	1653.01	1646.29	1650.37	5255	0	0
2022.10.28	15:00:00	1650.38	1653.08	1640.47	1643.29	8173	0	0
2022.10.28	16:00:00	1643.37	1648.76	1642.32	1646.76	8197	0	0
2022.10.28	17:00:00	1646.73	1649.20	1640.72	1642.57	7919	0	0
2022.10.28	18:00:00	1642.60	1643.77	1638.04	1639.62	5972	0	0
2022.10.28	19:00:00	1639.63	1643.15	1638.88	1642.72	4401	0	0
2022.10.28	20:00:00	1642.75	1644.54	1640.70	1641.14	3243	0	0
2022.10.28	21:00:00	1641.25	1643.39	1640.79	1643.24	3122	0	0
2022.10.28	22:00:00	1643.23	1645.23	1642.74	1645.14	2641	0	0
2022.10.28	23:00:00	1645.10	1645.68	1643.82	1644.76	1220	0	0
2022.10.31	01:00:00	1643.26	1644.63	1641.64	1644.17	2087	0	0
2022.10.31	02:00:00	1644.19	1645.45	1643.36	1643.49	1491	0	0
2022.10.31	03:00:00	1643.46	1645.12	1642.14	1642.19	2499	0	0
2022.10.31	04:00:00	1642.17	1642.98	1640.67	1641.46	3232	0	0
2022.10.31	05:00:00	1641.38	1643.64	1640.77	1641.48	2633	0	0
2022.10.31	06:00:00	1641.46	1644.69	1641.16	1644.38	2642	0	0
2022.10.31	07:00:00	1644.35	1645.51	1643.69	1644.32	2122	0	0
2022.10.31	08:00:00	1644.34	1645.61	1641.30	1641.50	3040	0	0
2022.10.31	09:00:00	1641.39	1643.81	1640.49	1643.64	3304	0	0
2022.10.31	10:00:00	1643.64	1644.56	1640.46	1641.13	3849	0	0
2022.10.31	11:00:00	1641.12	1641.48	1635.62	1637.09	4866	0	0
2022.10.31	12:00:00	1637.05	1640.20	1635.78	1639.32	3848	0	0
2022.10.31	13:00:00	1639.36	1639.75	1636.69	1639.73	3402	0	0
2022.10.31	14:00:00	1639.82	1642.05	1638.29	1639.83	4152	0	0
2022.10.31	15:00:00	1639.79	1641.60	1635.66	1637.07	5648	0	0
2022.10.31	16:00:00	1637.10	1638.80	1633.44	1637.31	6479	0	0
2022.10.31	17:00:00	1637.32	1642.07	1637.11	1641.00	6226	0	0
2022.10.31	18:00:00	1641.01	1641.15	1637.02	1638.97	5199	0	0
2022.10.31	19:00:00	1638.96	1640.33	1636.47	1636.47	4411	0	0
2022.10.31	20:00:00	1636.54	1637.80	1634.97	1635.42	3400	0	0
2022.10.31	21:00:00	1635.44	1636.43	1634.06	1634.63	2879	0	0
2022.10.31	22:00:00	1634.79	1634.79	1631.83	1632.13	3509	0	0
2022.10.31	23:00:00	1632.21	1633.72	1632.21	1633.57	2081	0	0
2022.11.01	01:00:00	1632.65	1633.76	1632.55	1632.64	1309	0	0
2022.11.01	02:00:00	1632.70	1633.67	1631.86	1632.45	1203	0	0
2022.11.01	03:00:00	1632.50	1634.21	1630.81	1633.89	2044	0	0
2022.11.01	04:00:00	1633.86	1638.54	1633.35	1637.27	4590	0	0
2022.11.01	05:00:00	1637.28	1640.04	1636.62	1638.70	3826	0	0
2022.11.01	06:00:00	1638.75	1639.91	1635.79	1637.50	3369	0	0
2022.11.01	07:00:00	1637.51	1638.58	1636.51	1637.86	2592	0	0
2022.11.01	08:00:00	1637.87	1642.12	1637.65	1641.91	3677	0	0
2022.11.01	09:00:00	1641.90	1647.30	1641.45	1647.16	4961	0	0
2022.11.01	10:00:00	1647.19	1649.86	1642.31	1645.24	5225	0	0
2022.11.01	11:00:00	1645.27	1648.64	1645.23	1647.44	4882	0	0
2022.11.01	12:00:00	1647.53	1650.69	1645.56	1650.41	4324	0	0
2022.11.01	13:00:00	1650.40	1652.82	1649.86	1651.03	4913	0	0
2022.11.01	14:00:00	1651.01	1655.27	1650.82	1652.26	4606	0	0
2022.11.01	15:00:00	1652.34	1657.00	1651.82	1653.99	6519	0	0
2022.11.01	16:00:00	1653.96	1655.64	1649.86	1650.22	7596	0	0
2022.11.01	17:00:00	1649.99	1650.22	1642.17	1645.30	9052	0	0
2022.11.01	18:00:00	1645.28	1646.54	1642.75	1644.43	7061	0	0
2022.11.01	19:00:00	1644.39	1651.00	1642.96	1645.02	6489	0	0
2022.11.01	20:00:00	1645.00	1649.21	1644.91	1649.10	4196	0	0
2022.11.01	21:00:00	1649.09	1651.11	1648.12	1649.79	3652	0	0
2022.11.01	22:00:00	1649.80	1649.80	1646.57	1648.17	2654	0	0
2022.11.01	23:00:00	1648.14	1648.37	1646.39	1647.71	1336	0	0
2022.11.02	01:00:00	1648.07	1648.09	1646.03	1646.79	1140	0	0
2022.11.02	02:00:00	1646.82	1648.19	1646.39	1646.83	914	0	0
2022.11.02	03:00:00	1646.91	1650.48	1646.65	1650.35	2857	0	0
2022.11.02	04:00:00	1650.39	1651.34	1648.80	1650.05	3967	0	0
2022.11.02	05:00:00	1650.01	1652.39	1647.40	1652.00	2559	0	0
2022.11.02	06:00:00	1652.01	1653.31	1650.36	1650.77	2584	0	0
2022.11.02	07:00:00	1650.79	1651.52	1649.32	1650.17	2131	0	0
2022.11.02	08:00:00	1650.19	1652.76	1650.13	1650.69	3008	0	0
2022.11.02	09:00:00	1650.74	1652.33	1649.59	1651.28	2804	0	0
2022.11.02	10:00:00	1651.29	1653.34	1650.05	1652.79	3431	0	0
2022.11.02	11:00:00	1652.80	1655.42	1652.08	1652.31	4921	0	0
2022.11.02	12:00:00	1652.32	1656.28	1651.92	1654.60	3952	0	0
2022.11.02	13:00:00	1654.59	1656.92	1654.40	1655.37	3706	0	0
2022.11.02	14:00:00	1655.28	1656.31	1654.42	1655.18	3580	0	0
2022.11.02	15:00:00	1655.19	1658.86	1653.97	1657.00	6382	0	0
2022.11.02	16:00:00	1656.96	1657.52	1652.59	1653.45	6481	0	0
2022.11.02	17:00:00	1653.35	1653.61	1648.40	1649.54	6356	0	0
2022.11.02	18:00:00	1649.56	1649.62	1645.76	1646.45	5274	0	0
2022.11.02	19:00:00	1646.46	1648.17	1645.69	1647.69	3485	0	0
2022.11.02	20:00:00	1647.68	1650.51	1646.14	1650.26	2975	0	0
2022.11.02	21:00:00	1650.35	1669.44	1644.64	1649.55	10385	0	0
2022.11.02	22:00:00	1649.47	1652.24	1635.77	1636.94	8732	0	0
2022.11.02	23:00:00	1636.88	1638.16	1634.74	1635.11	2346	0	0
2022.11.03	01:00:00	1635.92	1637.09	1633.30	1634.04	1991	0	0
2022.11.03	02:00:00	1634.03	1634.17	1631.87	1633.74	1842	0	0
2022.11.03	03:00:00	1633.82	1637.91	1632.81	1637.78	2276	0	0
2022.11.03	04:00:00	1637.69	1640.94	1637.69	1638.09	4115	0	0
2022.11.03	05:00:00	1638.08	1639.10	1636.10	1636.32	2885	0	0
2022.11.03	06:00:00	1636.26	1637.81	1635.91	1637.70	2390	0	0
2022.11.03	07:00:00	1637.72	1638.90	1636.91	1637.71	2208	0	0
2022.11.03	08:00:00	1637.69	1638.47	1636.39	1636.93	2617	0	0
2022.11.03	09:00:00	1636.90	1636.95	1634.13	1634.50	3596	0	0
2022.11.03	10:00:00	1634.46	1634.51	1628.39	1629.96	5331	0	0
2022.11.03	11:00:00	1629.80	1629.99	1624.66	1627.18	5905	0	0
2022.11.03	12:00:00	1627.19	1628.20	1620.07	1624.06	5670	0	0
2022.11.03	13:00:00	1624.14	1624.39	1619.83	1621.47	5040	0	0
2022.11.03	14:00:00	1621.42	1622.16	1616.66	1619.79	5286	0	0
2022.11.03	15:00:00	1619.52	1625.12	1618.14	1618.35	7612	0	0
2022.11.03	16:00:00	1618.34	1623.54	1617.21	1619.47	8411	0	0
2022.11.03	17:00:00	1619.41	1631.53	1619.01	1631.15	8558	0	0
2022.11.03	18:00:00	1631.19	1631.41	1625.60	1625.94	7038	0	0
2022.11.03	19:00:00	1625.95	1628.47	1624.92	1627.12	5564	0	0
2022.11.03	20:00:00	1627.22	1630.75	1627.02	1629.39	4264	0	0
2022.11.03	21:00:00	1629.47	1631.90	1628.48	1631.16	3701	0	0
2022.11.03	22:00:00	1631.20	1632.35	1630.84	1630.95	3054	0	0
2022.11.03	23:00:00	1631.05	1631.23	1629.23	1629.57	1460	0	0
2022.11.04	01:00:00	1628.55	1630.50	1628.55	1630.28	1324	0	0
2022.11.04	02:00:00	1630.30	1630.34	1629.41	1629.80	837	0	0
2022.11.04	03:00:00	1629.74	1632.15	1629.55	1630.72	2285	0	0
2022.11.04	04:00:00	1630.77	1633.97	1629.37	1633.86	3179	0	0
2022.11.04	05:00:00	1633.89	1637.15	1633.06	1636.57	2624	0	0
2022.11.04	06:00:00	1636.59	1640.10	1636.42	1639.19	2826	0	0
2022.11.04	07:00:00	1639.14	1647.00	1638.58	1646.86	2859	0	0
2022.11.04	08:00:00	1646.95	1648.59	1645.78	1647.13	4116	0	0
2022.11.04	09:00:00	1647.16	1649.71	1645.56	1647.20	4234	0	0
2022.11.04	10:00:00	1647.18	1649.54	1643.98	1644.96	5089	0	0
2022.11.04	11:00:00	1644.95	1649.65	1644.94	1647.93	5000	0	0
2022.11.04	12:00:00	1647.96	1652.41	1643.90	1645.98	5324	0	0
