<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.03	20:15:00	1838.76	1840.23	1837.40	1840.08	1236	0	0
2023.01.03	20:30:00	1840.13	1840.20	1837.98	1838.87	1075	0	0
2023.01.03	20:45:00	1838.89	1839.96	1838.52	1838.88	1009	0	0
2023.01.03	21:00:00	1838.90	1839.20	1837.97	1838.18	1013	0	0
2023.01.03	21:15:00	1838.17	1838.44	1836.58	1837.10	961	0	0
2023.01.03	21:30:00	1837.11	1837.69	1836.57	1837.66	1032	0	0
2023.01.03	21:45:00	1837.66	1839.25	1837.25	1839.09	1180	0	0
2023.01.03	22:00:00	1839.08	1839.58	1838.22	1839.08	937	0	0
2023.01.03	22:15:00	1839.10	1839.54	1837.47	1838.41	879	0	0
2023.01.03	22:30:00	1838.32	1838.75	1836.68	1836.90	877	0	0
2023.01.03	22:45:00	1837.02	1838.42	1836.67	1838.13	1064	0	0
2023.01.03	23:00:00	1838.03	1838.67	1837.75	1838.47	561	0	0
2023.01.03	23:15:00	1838.48	1839.34	1838.48	1839.34	444	0	0
2023.01.03	23:30:00	1839.34	1839.59	1838.90	1839.56	356	0	0
2023.01.03	23:45:00	1839.52	1839.90	1839.18	1839.42	360	0	0
2023.01.04	01:00:00	1836.30	1838.96	1835.58	1838.63	342	0	0
2023.01.04	01:15:00	1838.66	1839.12	1837.35	1837.99	621	0	0
2023.01.04	01:30:00	1837.83	1838.01	1836.70	1836.79	360	0	0
2023.01.04	01:45:00	1836.79	1837.16	1836.46	1836.46	515	0	0
2023.01.04	02:00:00	1836.46	1838.20	1836.18	1837.46	824	0	0
2023.01.04	02:15:00	1837.47	1838.96	1837.47	1837.79	670	0	0
2023.01.04	02:30:00	1837.78	1838.45	1837.54	1838.12	640	0	0
2023.01.04	02:45:00	1838.14	1839.22	1837.99	1838.61	738	0	0
2023.01.04	03:00:00	1838.88	1839.87	1838.18	1838.64	1127	0	0
2023.01.04	03:15:00	1838.72	1840.48	1838.62	1839.90	1139	0	0
2023.01.04	03:30:00	1839.87	1842.73	1839.17	1842.11	1153	0	0
2023.01.04	03:45:00	1842.14	1844.50	1841.25	1844.33	1186	0	0
2023.01.04	04:00:00	1844.32	1845.70	1843.98	1844.76	1016	0	0
2023.01.04	04:15:00	1844.83	1845.21	1843.44	1844.42	774	0	0
2023.01.04	04:30:00	1844.43	1845.40	1844.04	1845.02	887	0	0
2023.01.04	04:45:00	1844.98	1846.02	1844.77	1845.78	997	0	0
2023.01.04	05:00:00	1845.76	1847.20	1845.17	1845.94	1024	0	0
2023.01.04	05:15:00	1846.03	1846.39	1845.41	1845.65	756	0	0
2023.01.04	05:30:00	1845.67	1846.01	1845.08	1845.73	655	0	0
2023.01.04	05:45:00	1845.76	1845.76	1845.18	1845.60	600	0	0
2023.01.04	06:00:00	1845.63	1846.56	1845.45	1845.82	541	0	0
2023.01.04	06:15:00	1845.80	1846.71	1845.59	1845.79	626	0	0
2023.01.04	06:30:00	1845.78	1846.27	1845.53	1846.25	465	0	0
2023.01.04	06:45:00	1846.27	1846.78	1845.61	1846.63	549	0	0
2023.01.04	07:00:00	1846.63	1847.05	1845.55	1845.90	866	0	0
2023.01.04	07:15:00	1846.03	1846.32	1844.75	1844.80	799	0	0
2023.01.04	07:30:00	1844.91	1845.48	1844.65	1845.48	912	0	0
2023.01.04	07:45:00	1845.58	1846.92	1845.23	1846.40	877	0	0
2023.01.04	08:00:00	1846.42	1847.65	1845.84	1847.47	960	0	0
2023.01.04	08:15:00	1847.52	1849.14	1847.09	1848.51	944	0	0
2023.01.04	08:30:00	1848.56	1848.56	1845.95	1846.77	1021	0	0
2023.01.04	08:45:00	1846.72	1848.17	1846.34	1847.85	970	0	0
2023.01.04	09:00:00	1847.61	1852.00	1847.42	1851.18	1200	0	0
2023.01.04	09:15:00	1851.26	1853.33	1850.64	1852.97	1154	0	0
2023.01.04	09:30:00	1852.97	1858.20	1852.86	1857.84	1360	0	0
2023.01.04	09:45:00	1857.75	1858.58	1854.79	1858.26	1480	0	0
2023.01.04	10:00:00	1857.64	1860.02	1856.97	1859.56	1628	0	0
2023.01.04	10:15:00	1859.53	1864.49	1859.52	1863.82	1604	0	0
2023.01.04	10:30:00	1863.81	1865.08	1860.21	1860.78	1539	0	0
2023.01.04	10:45:00	1860.69	1861.63	1859.27	1859.96	1324	0	0
2023.01.04	11:00:00	1859.91	1860.51	1858.89	1860.21	1363	0	0
2023.01.04	11:15:00	1860.21	1861.77	1860.05	1861.63	1162	0	0
2023.01.04	11:30:00	1861.63	1862.29	1859.98	1860.86	1194	0	0
2023.01.04	11:45:00	1860.94	1862.10	1860.48	1860.55	1016	0	0
2023.01.04	12:00:00	1860.56	1861.52	1860.25	1860.57	974	0	0
2023.01.04	12:15:00	1860.51	1861.11	1857.69	1858.04	1093	0	0
2023.01.04	12:30:00	1857.97	1859.34	1857.63	1858.37	1069	0	0
2023.01.04	12:45:00	1858.40	1859.29	1857.73	1858.86	960	0	0
2023.01.04	13:00:00	1858.84	1862.01	1857.84	1862.01	1007	0	0
2023.01.04	13:15:00	1861.99	1862.86	1860.19	1860.22	1006	0	0
2023.01.04	13:30:00	1860.36	1860.36	1858.20	1858.47	1024	0	0
2023.01.04	13:45:00	1858.44	1860.73	1858.17	1860.20	1084	0	0
2023.01.04	14:00:00	1860.05	1860.40	1858.21	1858.34	1242	0	0
2023.01.04	14:15:00	1858.34	1859.21	1854.73	1855.18	1197	0	0
2023.01.04	14:30:00	1855.25	1855.69	1853.04	1853.69	1237	0	0
2023.01.04	14:45:00	1853.59	1854.34	1853.11	1853.67	1167	0	0
2023.01.04	15:00:00	1853.68	1854.67	1852.82	1853.90	1535	0	0
2023.01.04	15:15:00	1853.69	1859.58	1852.99	1859.08	1646	0	0
2023.01.04	15:30:00	1859.12	1862.39	1858.65	1861.82	1698	0	0
2023.01.04	15:45:00	1861.82	1862.72	1859.05	1860.08	1550	0	0
2023.01.04	16:00:00	1860.03	1860.60	1857.08	1860.00	1633	0	0
2023.01.04	16:15:00	1859.97	1860.85	1857.42	1857.96	1561	0	0
2023.01.04	16:30:00	1858.08	1859.73	1856.16	1858.60	1817	0	0
2023.01.04	16:45:00	1858.65	1858.78	1855.33	1856.98	1723	0	0
2023.01.04	17:00:00	1855.73	1858.01	1849.09	1850.17	2014	0	0
2023.01.04	17:15:00	1850.12	1857.20	1848.97	1856.44	1936	0	0
2023.01.04	17:30:00	1856.42	1857.73	1853.46	1857.20	1840	0	0
2023.01.04	17:45:00	1857.12	1858.38	1856.62	1857.76	1734	0	0
2023.01.04	18:00:00	1857.86	1859.84	1856.06	1859.14	1694	0	0
2023.01.04	18:15:00	1859.19	1859.58	1856.40	1856.56	1556	0	0
2023.01.04	18:30:00	1856.69	1859.71	1856.54	1859.55	1425	0	0
2023.01.04	18:45:00	1859.54	1860.40	1857.29	1858.58	1350	0	0
2023.01.04	19:00:00	1858.59	1860.00	1858.04	1858.29	1275	0	0
2023.01.04	19:15:00	1858.24	1858.29	1855.33	1856.02	1280	0	0
2023.01.04	19:30:00	1856.07	1856.94	1854.34	1854.57	1243	0	0
2023.01.04	19:45:00	1854.57	1854.93	1850.15	1850.51	1374	0	0
2023.01.04	20:00:00	1850.49	1853.18	1849.84	1852.42	1441	0	0
2023.01.04	20:15:00	1852.43	1853.32	1851.63	1852.83	1213	0	0
2023.01.04	20:30:00	1852.75	1852.91	1850.25	1851.32	1057	0	0
2023.01.04	20:45:00	1851.32	1853.98	1850.16	1850.58	1140	0	0
2023.01.04	21:00:00	1850.31	1852.52	1847.05	1850.44	1814	0	0
2023.01.04	21:15:00	1850.52	1852.27	1850.28	1850.89	1544	0	0
2023.01.04	21:30:00	1850.81	1852.56	1850.10	1851.37	1263	0	0
2023.01.04	21:45:00	1851.35	1852.52	1850.79	1852.48	1181	0	0
2023.01.04	22:00:00	1852.46	1852.64	1851.40	1852.31	1000	0	0
2023.01.04	22:15:00	1852.27	1854.89	1851.93	1853.99	1090	0	0
2023.01.04	22:30:00	1853.98	1854.43	1851.74	1852.02	1073	0	0
2023.01.04	22:45:00	1852.03	1855.73	1852.03	1855.32	996	0	0
2023.01.04	23:00:00	1855.31	1857.15	1854.93	1856.32	794	0	0
2023.01.04	23:15:00	1856.33	1856.33	1854.85	1854.92	448	0	0
2023.01.04	23:30:00	1854.86	1855.21	1853.83	1853.83	329	0	0
2023.01.04	23:45:00	1853.59	1854.60	1853.59	1854.60	327	0	0
2023.01.05	01:00:00	1854.00	1855.18	1853.95	1855.08	461	0	0
2023.01.05	01:15:00	1855.08	1856.52	1855.03	1856.26	411	0	0
2023.01.05	01:30:00	1856.33	1856.98	1856.14	1856.22	511	0	0
2023.01.05	01:45:00	1856.20	1856.41	1854.77	1854.82	444	0	0
2023.01.05	02:00:00	1854.89	1855.00	1853.96	1854.23	752	0	0
2023.01.05	02:15:00	1854.29	1856.34	1854.28	1856.21	702	0	0
2023.01.05	02:30:00	1856.21	1856.22	1854.46	1854.64	669	0	0
2023.01.05	02:45:00	1854.55	1856.10	1854.55	1855.17	731	0	0
2023.01.05	03:00:00	1855.15	1857.16	1855.01	1856.04	1062	0	0
2023.01.05	03:15:00	1856.04	1858.13	1855.49	1857.50	1232	0	0
2023.01.05	03:30:00	1857.47	1858.01	1856.55	1857.43	1012	0	0
2023.01.05	03:45:00	1857.50	1859.04	1857.44	1858.87	1056	0	0
2023.01.05	04:00:00	1858.84	1858.84	1854.74	1855.19	1137	0	0
2023.01.05	04:15:00	1855.11	1855.68	1853.55	1853.80	885	0	0
2023.01.05	04:30:00	1853.86	1855.34	1853.86	1855.20	1061	0	0
2023.01.05	04:45:00	1855.16	1856.95	1854.88	1856.86	1010	0	0
2023.01.05	05:00:00	1856.87	1857.00	1855.28	1855.36	957	0	0
2023.01.05	05:15:00	1855.35	1855.60	1854.50	1854.70	840	0	0
2023.01.05	05:30:00	1854.77	1856.39	1854.68	1855.66	749	0	0
2023.01.05	05:45:00	1855.61	1855.99	1853.34	1853.34	826	0	0
2023.01.05	06:00:00	1853.35	1853.53	1851.06	1851.06	810	0	0
2023.01.05	06:15:00	1851.05	1851.61	1850.91	1851.57	595	0	0
2023.01.05	06:30:00	1851.60	1851.61	1850.33	1851.51	509	0	0
2023.01.05	06:45:00	1851.47	1852.05	1851.09	1852.05	492	0	0
2023.01.05	07:00:00	1852.11	1852.67	1851.46	1852.47	647	0	0
2023.01.05	07:15:00	1852.39	1852.42	1850.79	1851.18	665	0	0
2023.01.05	07:30:00	1851.18	1853.42	1850.55	1852.77	998	0	0
2023.01.05	07:45:00	1852.78	1852.93	1851.92	1852.62	835	0	0
2023.01.05	08:00:00	1852.68	1855.35	1852.37	1855.26	1101	0	0
2023.01.05	08:15:00	1855.25	1855.63	1853.75	1854.08	913	0	0
2023.01.05	08:30:00	1854.06	1854.14	1853.20	1853.20	817	0	0
2023.01.05	08:45:00	1853.18	1853.32	1850.76	1850.78	969	0	0
2023.01.05	09:00:00	1850.79	1853.35	1850.50	1853.28	1063	0	0
2023.01.05	09:15:00	1853.19	1854.47	1852.75	1854.21	998	0	0
2023.01.05	09:30:00	1854.18	1855.08	1852.37	1852.41	1093	0	0
2023.01.05	09:45:00	1852.37	1852.44	1847.94	1849.39	1283	0	0
2023.01.05	10:00:00	1849.35	1850.37	1845.00	1847.07	1585	0	0
2023.01.05	10:15:00	1847.03	1848.95	1845.17	1847.89	1478	0	0
2023.01.05	10:30:00	1847.91	1848.14	1844.75	1844.89	1361	0	0
2023.01.05	10:45:00	1844.86	1847.04	1843.85	1846.37	1335	0	0
2023.01.05	11:00:00	1846.33	1847.68	1844.86	1847.68	1150	0	0
2023.01.05	11:15:00	1847.73	1849.45	1847.55	1849.05	1112	0	0
2023.01.05	11:30:00	1849.13	1850.52	1849.02	1849.22	1067	0	0
2023.01.05	11:45:00	1849.21	1850.06	1847.43	1848.53	991	0	0
2023.01.05	12:00:00	1848.64	1849.53	1847.49	1848.48	983	0	0
2023.01.05	12:15:00	1848.45	1851.03	1848.44	1848.94	926	0	0
2023.01.05	12:30:00	1848.95	1851.28	1848.04	1850.16	979	0	0
2023.01.05	12:45:00	1850.18	1850.22	1848.40	1849.04	892	0	0
2023.01.05	13:00:00	1849.06	1850.07	1847.59	1849.91	977	0	0
2023.01.05	13:15:00	1849.93	1850.82	1848.19	1848.24	1041	0	0
2023.01.05	13:30:00	1848.24	1848.28	1846.18	1846.38	991	0	0
2023.01.05	13:45:00	1846.38	1848.19	1846.19	1846.30	958	0	0
2023.01.05	14:00:00	1846.29	1847.12	1845.30	1847.08	1074	0	0
2023.01.05	14:15:00	1847.00	1848.82	1846.00	1848.03	1176	0	0
2023.01.05	14:30:00	1848.09	1848.33	1846.25	1846.49	1095	0	0
2023.01.05	14:45:00	1846.45	1846.56	1844.80	1845.37	1172	0	0
2023.01.05	15:00:00	1845.54	1848.38	1845.33	1845.94	1535	0	0
2023.01.05	15:15:00	1846.03	1846.32	1841.83	1844.41	1850	0	0
2023.01.05	15:30:00	1844.40	1846.27	1841.10	1842.37	1907	0	0
2023.01.05	15:45:00	1842.32	1842.37	1833.06	1834.84	1839	0	0
2023.01.05	16:00:00	1834.70	1836.29	1831.36	1836.22	1739	0	0
2023.01.05	16:15:00	1836.18	1836.82	1833.90	1836.09	1633	0	0
2023.01.05	16:30:00	1836.27	1837.92	1834.24	1835.70	1814	0	0
2023.01.05	16:45:00	1835.38	1837.40	1833.36	1834.42	1825	0	0
2023.01.05	17:00:00	1834.43	1836.41	1831.61	1833.20	1955	0	0
2023.01.05	17:15:00	1833.09	1833.09	1828.12	1829.12	1895	0	0
2023.01.05	17:30:00	1829.08	1829.59	1825.05	1827.49	1712	0	0
2023.01.05	17:45:00	1827.64	1829.14	1826.56	1826.80	1702	0	0
2023.01.05	18:00:00	1826.85	1831.09	1825.67	1830.92	1588	0	0
2023.01.05	18:15:00	1830.90	1831.80	1828.89	1831.56	1576	0	0
2023.01.05	18:30:00	1831.56	1832.03	1829.90	1830.85	1470	0	0
2023.01.05	18:45:00	1830.85	1831.57	1829.70	1830.76	1368	0	0
2023.01.05	19:00:00	1830.73	1832.53	1829.73	1831.46	1388	0	0
2023.01.05	19:15:00	1831.40	1833.75	1831.08	1833.08	1407	0	0
2023.01.05	19:30:00	1833.05	1834.19	1832.54	1833.93	1228	0	0
2023.01.05	19:45:00	1833.91	1834.23	1833.57	1833.91	993	0	0
2023.01.05	20:00:00	1833.90	1834.48	1832.69	1832.69	1081	0	0
2023.01.05	20:15:00	1832.70	1837.47	1832.17	1835.42	1559	0	0
2023.01.05	20:30:00	1835.53	1837.17	1835.14	1836.87	1345	0	0
2023.01.05	20:45:00	1836.80	1837.19	1835.85	1835.95	1065	0	0
2023.01.05	21:00:00	1836.01	1836.50	1834.20	1834.33	1057	0	0
2023.01.05	21:15:00	1834.32	1834.63	1832.75	1832.78	1040	0	0
2023.01.05	21:30:00	1832.80	1834.79	1832.65	1834.75	1030	0	0
2023.01.05	21:45:00	1834.77	1835.53	1834.31	1834.31	979	0	0
2023.01.05	22:00:00	1834.29	1834.31	1832.26	1832.89	1019	0	0
2023.01.05	22:15:00	1832.92	1833.86	1831.88	1833.31	899	0	0
2023.01.05	22:30:00	1833.32	1834.06	1832.54	1833.99	844	0	0
2023.01.05	22:45:00	1833.98	1834.17	1832.79	1833.06	924	0	0
2023.01.05	23:00:00	1833.42	1833.83	1833.24	1833.26	493	0	0
2023.01.05	23:15:00	1833.31	1833.87	1832.86	1833.00	402	0	0
2023.01.05	23:30:00	1832.98	1833.32	1832.73	1833.31	289	0	0
2023.01.05	23:45:00	1833.25	1833.25	1832.51	1832.94	262	0	0
2023.01.06	01:00:00	1830.08	1833.17	1830.08	1832.15	462	0	0
2023.01.06	01:15:00	1832.10	1832.91	1831.89	1832.58	365	0	0
2023.01.06	01:30:00	1832.57	1832.78	1832.02	1832.13	367	0	0
2023.01.06	01:45:00	1832.17	1833.22	1832.12	1832.82	298	0	0
2023.01.06	02:00:00	1832.84	1832.88	1831.36	1831.78	603	0	0
2023.01.06	02:15:00	1831.81	1833.18	1831.75	1833.16	550	0	0
2023.01.06	02:30:00	1833.29	1834.71	1833.06	1834.50	602	0	0
2023.01.06	02:45:00	1834.50	1834.84	1833.88	1834.35	745	0	0
2023.01.06	03:00:00	1834.40	1834.99	1833.25	1833.28	1011	0	0
2023.01.06	03:15:00	1833.26	1833.81	1832.35	1833.17	852	0	0
2023.01.06	03:30:00	1833.16	1834.68	1832.78	1834.62	959	0	0
2023.01.06	03:45:00	1834.58	1836.14	1834.43	1835.50	950	0	0
2023.01.06	04:00:00	1835.44	1839.00	1835.43	1838.74	1019	0	0
2023.01.06	04:15:00	1838.72	1840.27	1838.68	1839.71	764	0	0
2023.01.06	04:30:00	1839.63	1839.68	1837.69	1838.51	984	0	0
2023.01.06	04:45:00	1838.59	1838.81	1837.78	1838.24	840	0	0
2023.01.06	05:00:00	1838.57	1840.48	1838.14	1840.41	1110	0	0
2023.01.06	05:15:00	1840.44	1840.77	1839.51	1840.33	1067	0	0
2023.01.06	05:30:00	1840.34	1840.85	1839.10	1839.42	807	0	0
2023.01.06	05:45:00	1839.43	1839.97	1839.19	1839.29	665	0	0
2023.01.06	06:00:00	1839.29	1839.98	1838.77	1839.87	578	0	0
2023.01.06	06:15:00	1840.05	1840.70	1839.81	1840.52	568	0	0
2023.01.06	06:30:00	1840.54	1840.63	1839.19	1839.39	578	0	0
2023.01.06	06:45:00	1839.41	1839.45	1838.10	1838.10	579	0	0
2023.01.06	07:00:00	1838.04	1838.27	1836.01	1837.02	839	0	0
2023.01.06	07:15:00	1837.03	1837.47	1836.37	1836.69	633	0	0
2023.01.06	07:30:00	1836.93	1838.05	1836.27	1837.89	847	0	0
2023.01.06	07:45:00	1837.90	1837.94	1835.79	1837.14	1161	0	0
2023.01.06	08:00:00	1837.17	1839.72	1837.05	1838.84	959	0	0
2023.01.06	08:15:00	1838.83	1839.24	1838.53	1838.60	709	0	0
2023.01.06	08:30:00	1838.62	1839.81	1838.42	1839.66	763	0	0
2023.01.06	08:45:00	1839.61	1839.70	1838.67	1838.80	711	0	0
2023.01.06	09:00:00	1838.84	1840.66	1838.70	1838.95	1009	0	0
2023.01.06	09:15:00	1838.83	1839.25	1837.41	1837.47	1031	0	0
2023.01.06	09:30:00	1837.44	1838.41	1836.64	1838.14	987	0	0
2023.01.06	09:45:00	1838.04	1839.31	1837.90	1838.34	1034	0	0
2023.01.06	10:00:00	1838.32	1839.80	1837.89	1838.96	1283	0	0
2023.01.06	10:15:00	1838.90	1840.54	1837.64	1837.64	1161	0	0
2023.01.06	10:30:00	1837.68	1838.61	1836.95	1838.61	1014	0	0
2023.01.06	10:45:00	1838.58	1838.76	1836.75	1837.00	847	0	0
2023.01.06	11:00:00	1836.99	1837.39	1835.32	1835.98	966	0	0
2023.01.06	11:15:00	1836.02	1836.50	1833.23	1836.09	1111	0	0
2023.01.06	11:30:00	1836.07	1836.34	1834.25	1834.50	1052	0	0
2023.01.06	11:45:00	1834.45	1835.61	1834.02	1835.48	917	0	0
2023.01.06	12:00:00	1835.51	1835.87	1834.46	1835.75	992	0	0
2023.01.06	12:15:00	1835.75	1836.53	1834.06	1834.64	983	0	0
2023.01.06	12:30:00	1834.79	1837.97	1834.51	1837.02	891	0	0
2023.01.06	12:45:00	1837.03	1837.75	1836.54	1836.69	947	0	0
2023.01.06	13:00:00	1836.68	1838.20	1836.65	1837.69	1033	0	0
2023.01.06	13:15:00	1837.71	1839.85	1837.52	1839.71	914	0	0
2023.01.06	13:30:00	1839.74	1840.03	1836.62	1837.51	1040	0	0
2023.01.06	13:45:00	1837.51	1837.76	1835.90	1836.68	987	0	0
2023.01.06	14:00:00	1836.67	1837.46	1834.82	1836.37	1074	0	0
2023.01.06	14:15:00	1836.45	1837.37	1836.11	1837.09	1028	0	0
2023.01.06	14:30:00	1837.09	1837.72	1835.23	1836.42	1138	0	0
2023.01.06	14:45:00	1836.42	1837.02	1835.97	1836.43	1129	0	0
2023.01.06	15:00:00	1836.48	1837.81	1835.15	1837.57	1517	0	0
2023.01.06	15:15:00	1837.54	1838.05	1834.66	1835.82	1470	0	0
2023.01.06	15:30:00	1835.82	1849.54	1835.05	1847.29	2083	0	0
2023.01.06	15:45:00	1847.82	1852.45	1847.50	1851.87	2041	0	0
2023.01.06	16:00:00	1851.82	1852.67	1845.70	1847.28	1908	0	0
2023.01.06	16:15:00	1847.21	1848.05	1843.51	1845.87	1749	0	0
2023.01.06	16:30:00	1846.15	1848.92	1841.08	1841.61	1912	0	0
2023.01.06	16:45:00	1841.58	1844.92	1840.66	1843.57	1803	0	0
2023.01.06	17:00:00	1849.09	1861.18	1846.66	1858.80	2095	0	0
2023.01.06	17:15:00	1859.19	1862.09	1857.30	1857.61	1963	0	0
2023.01.06	17:30:00	1857.64	1863.10	1857.55	1861.48	1900	0	0
2023.01.06	17:45:00	1861.48	1863.23	1861.46	1862.31	1805	0	0
2023.01.06	18:00:00	1862.43	1864.35	1861.94	1862.13	1765	0	0
2023.01.06	18:15:00	1862.14	1862.36	1860.15	1860.42	1694	0	0
2023.01.06	18:30:00	1860.45	1861.94	1859.91	1860.85	1586	0	0
2023.01.06	18:45:00	1860.86	1864.12	1860.86	1863.39	1343	0	0
2023.01.06	19:00:00	1863.49	1864.98	1862.96	1863.22	1351	0	0
2023.01.06	19:15:00	1863.17	1863.19	1861.29	1861.69	1289	0	0
